headline,writers,date,genre,content
Egypt and Saudi Arabia record significant increase in trade,Unknown,"May 17, 2023 at 12:54 pm",Africa+Egypt+Europe & Russia+Greece+Middle East+News+Saudi Arabia+UK,"Egypt's Minister of Trade and Industry, Ahmad Samir, has said that trade with Saudi Arabia increased by 24 per cent in 2022, reaching $5.67 billion, Al-Araby Al-Jadeed reported on Tuesday. He added that Egyptian exports to the Saudi market amounted to $2.68 billion compared with approximately $2 billion in 2021, an increase of 34 per cent. The minister provided the details in online meetings with the heads of the Egyptian Commercial Service in Saudi Arabia, Germany, Spain, France and Greece. Trade with all of these countries grew last year, with some significant increases being recorded. Trade levels between Egypt and Greece, said Samir, are ""unprecedented"". He also noted details of trade and joint investments between Egypt and Britain during the past year. Egyptian exports to the UK also saw unprecedented growth during 2022, with an increase of 83 per cent, amounting to £1.686 billion ($2.1 billion), compared with £921 million ($1.1 billion)  in 2021. Moreover, for the first time, Egypt had a trade surplus with Britain of £57 million ($71 million) last year, compared with a chronic deficit in previous years, ending with a deficit of £448 million ($558 million) in 2021. READ: GCC military official discusses military issues in Bahrain, Saudi   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Europe receives first shipment of Oman gas through Croatia,Unknown,"May 17, 2023 at 12:40 pm",Croatia+Europe & Russia+Middle East+News+Oman,"Croatia received the first shipment of Omani liquefied natural gas (LNG) on Saturday. LNG Croatia said in a statement that the first shipment of Omani liquefied natural gas coming from the industrial complex in the Omani city of Qalhat is the 62nd among the shipments it has received since its operations began in January 2021. In November 2022, the Omani LNG company said that it successfully loaded the 3,000th shipment of LNG that was produced and shipped from its industrial complex in Qalhat, Sur. Shipments of Omani LNG from Qalhat have reached 22 countries since production operations began in April 2000. The Omani LNG company was able to produce 191.2 metric tonnes of LNG. It has three terminals in Qalhat with a production capacity of 10.4 million tonnes annually. The state owns 51 per cent of the LNG company, while Shell owns 30 per cent, and the remainder is owned by French company Total Energies and the Korean LNG company. Omani liquefied gas exports jumped in 2022 to register the highest level in the country's history, according to a report by the Organisation of Arab Petroleum Exporting Countries (OAPEC). The report noted that Oman's LNG exports rose to 11.3 million tonnes in 2022 from 10.6 million tonnes in 2021, an 11 per cent increase that is attributed to the growth in global demand for LNG amid the Russian-Ukrainian war. READ: Egypt, Norway sign pact to explore exporting renewable energy to Europe   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Illegal settlers and occupation forces dance in Joseph's Tomb,Unknown,"May 17, 2023 at 12:20 pm",Israel+Middle East+News+Palestine+Videos & Photo Stories,"Six Palestinians were injured this morning when Israeli occupation forces attacked them with gunfire during a raid at the site of Joseph's Tomb, based in the occupied West Bank city of Nablus. Ahmad Jibril, the head of the Palestinian Red Crescent, told Wafa news agency, that a Palestinian was shot with a live bullet in the back and taken to the hospital, while five other victims who were hit with rubber bullets are being treated locally. He added that another Palestinian man was severely injured after a gas bomb hit him in the hand, while a woman suffered a head injury following a sound bomb attack. Both victims were rushed to hospital. Ahmad noted that 80 Palestinians, including two pregnant women, suffered from suffocation and were forced from their homes after inhaling tear gas fired by Israeli occupation forces during the raid. Meanwhile,illegal settlers raided Joseph's Tomb under the protection of occupation forces  and performed Talmudic rituals as well as to sing and dance. All settlements and settlers are illegal under international law. Nevertheless, according to official data, around 650,000 extremist Israeli Jewish settlers live in more than 130 settlements that have been built on Palestinian land since the occupation of the West Bank started in 1967. Joseph's Tomb is believed by Palestinians to be the burial site for local religious figure, Sheikh Yousef Dweikat, while Israelis believe it belongs to the Biblical Patriarch Joseph. There has been an increase in the number of Israeli raids across the occupied West Bank over the past few months, particularly in Nablus and Jenin, coupled with violence carried out by illegal settlers who have, at times, even turned against Israeli forces. READ: Israel raids West Bank city to tear down poster of Palestinian martyr   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Most social media 'anti-Semitism' related to criticism of Israel,Unknown,"May 17, 2023 at 12:14 pm",Israel+Middle East+News+Palestine,"Most of the discourse on social media classified by pro-Israel and Zionist groups as ""anti-Semitism"" is related to criticism of Israel, the occupation state's Diaspora Affairs Ministry has revealed. Israel's Ynet News reported that as much as 68 per cent of all online incidents are classified by supporters of the apartheid state as the controversial category of ""new anti-Semitism"". Since its popularisation in the 1990s, the term ""new anti-Semitism"" has been the subject of much debate and controversy. Arguing that the term conflates criticism of Israel and the ideology of Zionism with anti-Jewish racism — which is accepted universally as prejudice, discrimination or hostility against individual Jews, Jewish communities or the Jewish religion — critics of Israel have pushed back against its adoption as a form of racism. The controversial International Holocaust Remembrance Alliance (IHRA) definition of anti-Semitism is the latest attempt to formalise ""new anti-Semitism"" as the accepted definition of anti-Jewish racism. Seven of the eleven examples cited in the IHRA definition conflate criticism of Israel with anti-Jewish racism. Despite strong opposition, the IHRA has been placed at the centre of a regulatory framework, which critics say is not only an attack on free-speech but also shields Israel from criticism and accountability for its brutal military occupation and apartheid in Palestine. READ: Israel raids West Bank city to tear down poster of Palestinian martyr The adoption of the IHRA definition is seen widely as one the reasons for the spike in alleged anti-Semitism, a view that's supported by the findings revealed by Israel's Diaspora Affairs Ministry. According to Ynet News, the ministry revealed that anti-Semitic incidents worldwide have risen by 22 per cent in 2023, compared with the first few months of last year, and that there was a 48 per cent increase in those events involving violence. The ministry also said that so-called ""new anti-Semitism"" is the ""demonisation and de-legitimisation"" of Israel. ""Only extreme pressure brings results and the new anti-Semitism is the delegitimising of Israel,"" Diaspora Affairs Minister Amichai Chikli is reported as saying. ""We work with the foreign ministry to bring nations around the world to adopt the wider definition of anti-Semitism outlined by the IHRA, and conduct studies and launch campaigns to negate the work of anti-Israel groups."" Commenting on Israel's latest onslaught on the besieged Gaza Strip, which has been met with a lot of criticism, Chikli said that the apartheid state had opened a ""command and control"" centre to provide the international press with information. Israel already has a well-funded propaganda — hasbara — structure in place. The deadly military offensive has boosted Prime Minister Benjamin Netanyahu's poll ratings, according to latest surveys. READ: Gaza: 1,000 Palestinians displaced by Israeli military offensive   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Saddam Hussein rejected US request to name vice president in return for release,Unknown,"May 17, 2023 at 11:43 am",Asia & Americas+Iraq+Middle East+News+US,"The late Iraqi President Saddam Hussein rejected a US proposal to name his vice president without power in return for his release, the head of Saddam's legal defence team has revealed. Khalil Al-Dulaimi told Al-Arabiya TV that the US also asked Saddam to stop fighting against US soldiers in Falluja and leave the country, but he refused. When asked about his first meeting with Saddam, Al-Dulaimi said he was not sure that it was him because of ""the difficult conditions resulting from his detention and physical and psychological torture. However, after speaking with him, when he mentioned certain incidents, I recognised him."" On 3 March 2003, former US President George Bush declared war on Iraq to topple Saddam Hussein and destroy the weapons of mass destruction that Iraq was alleged to have developed. No such weapons have ever been found. British medical journal The Lancet estimated the number of people killed in Iraq from the date of the US-led invasion to the end of June 2006 at 654,965. Tens of thousands were killed later. The allegation about weapons of mass destruction is believed widely to have been an excuse for the devastating invasion in order to effect regime change in Iraq. READ: Iran summons Iraq envoy over separatist groups invite to official ceremony   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Israel raids West Bank city to tear down poster of Palestinian martyr,Unknown,"May 17, 2023 at 10:59 am",Israel+Middle East+News+Palestine,"Israeli occupation forces raided the West Bank city of Salfit on Tuesday to tear down a large banner poster of Palestinian martyr Mohammad Souf, Maan news agency has reported. Souf was killed on 15 November last year. According to his relatives, the Israeli occupation forces went to the rubble of his family home which was demolished recently by Israel. Such collective punishment is illegal under international law; under the 1949 Geneva Conventions it is regarded as a war crime. The banner was hanging over the remains of the house. ""The Israeli occupation forces confiscated it and tore up several other smaller posters,"" added Souf's relatives. Mohammad Souf was killed in an exchange of gunfire with the Israeli occupation forces inside the illegal settlement of Ariel in the occupied West Bank. Three illegal settlers were killed at the same time. READ: Gaza: 1,000 Palestinians displaced by Israeli military offensive   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
"Gaza: 1,000 Palestinians displaced by Israeli military offensive",Unknown,"May 17, 2023 at 10:42 am",Israel+Middle East+News+Palestine,"The Palestinian Housing and Works Ministry in Gaza said on Tuesday that the latest Israeli military offensive has displaced 1,000 people due to the partial or total destruction of their homes. The initial estimate of the cost of repair and reconstruction stands at $10 million. Deputy Housing Minister Jawad Al-Agha said that 103 housing units had been completely destroyed during the offensive and over 2,800 others had been damaged. He noted that 140 partially-destroyed homes are unfit for anyone to live in and need to be demolished and rebuilt. Those who have been displaced, said Al-Agha, are currently living under very difficult conditions. They are in urgent need of food and other aid, as well cash to pay rent for temporary accommodation. ""The repeated Israeli offensives on Gaza along with the 17-year-old siege have aggravated the humanitarian conditions in the coastal enclave,"" added the deputy minister. He also pointed out that $190m is still needed for the reconstruction of homes and residential tower blocks destroyed in earlier Israeli military offensives. READ: Gaza family with 5 disabled siblings homeless after Israel air strike   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Report: 76 Palestinian prisoners had children through smuggled sperm,Unknown,"May 17, 2023 at 10:27 am",Israel+Middle East+News+Palestine,"The number of Palestinian prisoners who have successfully had children through smuggled sperm rose to 76 after the success of the latest attempts by Mohammad Al-Harroub. Al-Harroub, 39, from the Deir Samet neighbourhood in Hebron has been detained in Israeli prisons since 2010. The father of two is serving a life sentence. His wife gave birth to their first son, Ismail, last week after Mohammad managed to smuggle his sperm out of the jail. Ismail's birth brings the number of babies born via smuggled sperm to 118. Ahmad Shamali from Gaza also smuggled his sperm out of prison and his wife gave birth to twins last week. The Palestine Centre for Prisoners Studies said that 76 prisoners have had children via smuggled sperm, including 56 from the occupied West Bank, 13 from Gaza, six from Jerusalem and one from Israel. ""The Israeli occupation is planting despair in the lives of Palestinian prisoners, but they insist on making life, having hope and victories through having 'freedom ambassadors',"" it said. READ: 'This is for Palestine', says mum who gave birth through smuggled sperm   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Saudi tourism numbers increasing more than other countries globally,Unknown,"May 17, 2023 at 8:49 am",Middle East+News+Saudi Arabia,"Saudi Arabia achieved second place in the world in the increase in the number of tourists, after the kingdom received about 7.8 million international tourists during the first quarter of 2023, and 16.6 million tourists in 2022. The Barometer report for the month of May 2023, published by the World Tourism Organisation yesterday, showed that Saudi Arabia has made a big leap advancing 12 degrees and reaching the 13th place in 2022, compared to the 25th place in 2019. The report indicated that Saudi Arabia has advanced 16 places in the international tourism revenue index, reaching 11th place in 2022, compared to the 27th place in 2019. Saudi Arabia, the report found, saw a 64 per cent growth in tourism during the first quarter of 2023, to achieve the second position among the list of the most developed countries in the world during that period. Minister of Tourism, Ahmed Al-Khatib, affirmed that this achievement is ""the culmination of the leadership's directives to strive to strengthen the kingdom's position on the global tourism map, and raise its contribution to the gross domestic product in accordance with the Kingdom's Vision 2030."" He stressed that the ministry will continue its efforts in cooperation with all partners from the public and private sectors in order to move forward in achieving the aspirations of the leadership to make Saudi a global tourism destination. READ: GCC military official discusses military issues in Bahrain, Saudi   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
France issues arrest warrant for Lebanon Central Bank chief for failing to attend legal hearing,Unknown,"May 16, 2023 at 6:05 pm",Europe & Russia+France+Lebanon+Middle East+News,"French prosecutors have issued an international arrest warrant for Lebanon's Central Bank Governor, Riad Salameh, after he failed to appear at a court hearing amid a series of legal cases against him. According to the news agency, Reuters, which cited anonymous sources close to the case, Salameh failed to show up at a hearing in the French capital, Paris, where an investigative magistrate was reportedly set to indict him over charges involving fraud and money laundering. The 72-year-old Central Bank chief – who has held his position for three decades and is blamed by many for being the architect of Lebanon's current and ongoing economic crisis – is suspected by investigators of misusing public funds and amassing a network of assets across Europe through the use of fraudulent financial systems. READ: France: Lebanon's politicians show no sign of saving their country Pierre-Olivier Sur, Salameh's lawyer, told the news agency that the Bank chief did not show up to the summons because they were sent to him too close to the day of the hearing. The sources also told it that the French prosecutors decided to issue the international arrest warrant instead of simply issuing a fresh summons. ""By having notified the summons less than 10 days before the scheduled date of the interrogation, the rules were not respected"", the lawyer said. ""The summons is therefore null and void."" Insisting that the warrant is a legal violation and the decision was taken based on ""double standards"" and ""presumptuous ideas"", Salameh revealed that he intends to appeal it, with his defence attorneys and assistant having reportedly sent an objection to the Lebanese judiciary over the French case. That objection is based on the claim that France was attempting to try a case already under investigation in Lebanon.   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Saudi ambassador urges Lebanon to accelerate presidential election,Unknown,"May 16, 2023 at 5:33 pm",Lebanon+Middle East+News+Saudi Arabia,"Saudi Arabia's ambassador to Lebanon has renewed his call for the country to speed up its presidential elections, amid an ongoing gridlock in the process. According to the Saudi newspaper, Asharq Al-Awsat, Saudi ambassador, Walid Al-Bukhari, met Lebanon's Foreign Minister, Abdallah Bou Habib, yesterday during a tour with Lebanese political figures, after which he stressed the importance of the country and its people electing a president, half a year after former President, Michel Aoun, ended his term without a successor to replace him. ""We [Saudis] share the same desire with the international community to see the completion of the presidential elections [in Lebanon] as soon as possible,"" Bukhari was quoted as saying. ""I want Lebanon to be, as it was, an oasis of thought and culture of life, and for its people to enjoy prosperity."" As it stands, Lebanon's political parties are still agreeing on the presidential candidates themselves, with the Shia parties Hezbollah and the Amal movement supporting Suleiman Frangieh – the head of Christian party, the Marada Movement – while the opposition is yet to agree on a candidate to support. READ: Lebanon caretaker Premier calls for 'saving' country by electing new president Opposition parties are currently divided between backing Army Commander, General Joseph Aoun, former lawmaker, Salah Honien and former ministers, Jihad Azour and Ziad Baroud. It also remains unclear whether Gebran Bassil, the head of the former president's Free Patriotic Movement, would join the opposition in rejecting Frangieh's candidacy. According to the paper, sources from the Christian-based Lebanese Forces party assured it that opposition parties are in talks to unify their position, and that if that party could agree with the Free Patriotic Movement, they would both secure a parliamentary majority with over 65 votes. Those sources also indicated that Bassil has already made a decision on who to support – without disclosing who – but that he is refraining from announcing that decision as he is trying to ensure Hezbollah would first back down from supporting Frangieh. The paper also quoted the sources as renewing their call for Parliamentary Speaker, Nabih Berri, to hold open sessions to elect the president, saying that it would lead to naming a candidate who reflects the aspirations of the Lebanese people instead of an Iran-backed candidate who works for the 'axis of resistance'. Saudi ambassador Bukhari's insistence on the continuation of progress in Lebanon's presidential election came barely a week after he reaffirmed Riyadh's neutrality and non-interference in the Lebanese electoral process, after stating earlier this month that the Kingdom does ""not accept the ongoing presidential vacuum that threatens the stability and unity"" of the country and its people. READ: Saudi-Iran deal will reflect positively on Lebanon, official says   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
"Israel Netanyahu faces budget test amid economic, political woes",Unknown,"May 16, 2023 at 4:46 pm",Israel+Middle East+News,"Prime Minister, Benjamin Netanyahu, faces a test this month when his coalition of nationalist and religious parties seeks approval for a spending package which the government's own budget unit says will stifle growth, Reuters reports. Lawmakers must approve the bi-annual 2023-24 budget package by the end of May to avoid triggering an election. With 64 of parliament's 120 seats, Netanyahu's coalition appears on course to vote it through. But economists say the spending plans could derail the government's own fiscal targets, while even the Finance Ministry says it could slow growth. Israelis are already grappling with rising living costs, while the economy has been knocked by the government's now-suspended judicial overhaul which triggered a political crisis, drove away investment and cut growth prospects. Three economists said the government's deficit targets of 1 per cent of gross domestic product in 2023 and 0.8 per cent in 2024 could double or triple in size, which could send bond yields up. READ: Israel to confiscate 36 acres of Palestinian land in West Bank ""Projections were too optimistic,"" Victor Bahar, Bank Hapoalim's Chief Economist, told Reuters. An official in Netanyahu's office played down concerns, saying: ""The Prime Minister along with the Finance Minister intend to pass a responsible budget in the coming weeks that will serve all Israelis. The budget will enhance stability and growth."" Strained by months of unprecedented street protests, Western disapproval and plummeting polls, the government has set 13.7 billion shekels ($3.8 billion) for ""coalition funds"", money to finance political deals with the ultra-Orthodox Jewish and pro-settler parties on which Netanyahu's coalition depends. The funds include adding hundreds of millions of shekels to stipends and schooling for the ultra-Orthodox community, which limits study of non-religious subjects like math and English, while its men focus on scripture and live off benefits. The ultra-Orthodox, or Haredim, are only 13 per cent of Israel's population but they are a fast-growing sector many of whose men – around half – are jobless. Many opt not to work, while those that do seek a job are often ill-equipped for employment. The Finance Ministry's budget division, in an unusual analysis on Thursday, said the government would reverse economic incentives to encourage Haredim into the workforce by increasing spending on religious schools, food stamps and stipends. Those steps would impact growth in the immediate and medium term, the analysis said, and would eventually hurt the ""productivity, growth and quality of life of all Israelis"". For Haredi leaders, scripture comes first. ""The finance clerks don't understand Haredim,"" ultra-Orthodox lawmaker, Yizhak Pindrus, told Kan radio. ""There will be no Israeli society, no Jewish society if there will be no people devoting their lives to Torah study."" Finance Minister, Bezalel Smotrich, said the funds would fix years of injustice toward the Haredim, whose children often are packed into derelict classrooms. He said other steps would be taken to help Haredim find jobs. ""There is no crisis here,"" he said, pointing to a fiscal surplus so far in 2023 and a responsible budget. But Michael Eisenberg, of Israeli venture capital firm, Aleph, said the extra spending would fuel inflation, hamper growth and ""cost Israel dearly, the ultra-Orthodox public too"". Government figures already forecast Israel's economic growth will ease in 2023 from 6.5 per cent in 2022 to about 2.7 per cent and down from the 3 per cent forecast in January. Credit ratings agency, S&P, forecasts growth of just 1.5 per cent for 2023 and says it could slow further because of political uncertainty over the government's suspended drive to limit the role of the Supreme Court in its judicial changes. Since returning to office in December, Netanyahu has fired his Defence Minister over his opposition to the judicial drive and then backtracked. He suspended the overhaul to allow for talks with the opposition and has faced a vote boycott by far-right minister, Itamar Ben-Gvir. The judicial drive has led to a drop in foreign investment and prompted some capital flight. The shekel has weakened and Moody's has lowered Israel's outlook to stable. Judicial negotiations seeking broad agreements that would likely stave off further damage have, so far, been fruitless and some are concerned the budget does not properly factor in sharply slowing growth, potentially causing more damage.= ""Netanyahu has sold Israel's economy and our children's future in order to stay in power,"" said opposition leader, Yair Lapid. READ: Israel settlers set fire to Palestinian crops in Bethlehem   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Waves of solidarity sweep across Latin America on 75th Nakba anniversary,Unknown,"May 16, 2023 at 4:15 pm",Asia & Americas+Brazil+Chile+International Organisations+Israel+Middle East+News+Palestine+Peru+UN+Venezuela,"Solidarity activists across Latin America have marked the 75th anniversary of the Palestinian Nakba with talks, meetings, cultural activities, media interviews and social media campaigns. The Palestinian flag has been raised and people have chanted their support on the streets. Support for Palestine has been particularly strong in Brazil, Peru, Venezuela and Chile. Palestinians and their supporters around the world mark Nakba Day every year. The day has come to symbolise the struggle of the Palestinian people for their legitimate rights to their own land, homes and property; indeed, their legitimate right to their homeland. The Palestinian ""Key of Return"" was never an ordinary key. It speaks of the years of refugee status and suffering that Palestinians have endured. It is hugely symbolic, because more than 750,000 Palestinians were ethnically cleansed before and after Israel declared its independence on 14 May. Dozens of flag-waving Palestinians participated in a mass rally in Santiago, the capital of Chile, to mark the anniversary. Some of the participants held keys as a symbol of their hope to return to their homes in Palestine. Chants of ""Free, free Palestine"" reverberated around the streets. Shortly before this year's Nakba Day, the Chilean-Palestinian parliamentary group in the Senate issued a declaration, which mentioned the ""new offensive that the occupying state has unleashed in the territory of Gaza. In the midst of silence from the international community, we reiterate once again the need for the UN Security Council to implement the Resolution for International Protection for the Palestinian people; and adhere to the call for the International Commission of Inquiry underway at the UN Human Rights Council to investigate these new crimes and submit its conclusions to both the International Criminal Court and the UN Security Council."" In Brazil, meanwhile, the President of the Freedom and Socialism Party, Juliano Medeiros, said: ""Today, we reaffirm our unwavering commitment to support the right of return and the tireless struggle of the Palestinian people. We are united in the quest for justice and equality. We are on the side of Palestine!""  A post shared by Juliano Medeiros (@julianopsol)  Nakba Day activities in Brazil were held by many Palestinian and Brazilian organisations. Thousands of people took part in a demonstration of solidarity on Avenida Paulista, the most prominent street in Sao Paulo. The organisers invited the media to remind the world about the importance of this day and the importance of standing with the people of Palestine in occupied Jerusalem, Gaza and the rest of the occupied land. Solidarity activists called on the Brazilian government to take a clear position that defines Israel as an apartheid state, and play a greater role in pressuring the international community to condemn the Israeli occupation and stop its ongoing massacres of the Palestinian people. Dozens of people attended a solidarity festival in Lima, the capital of Peru, on Nakba Day 2023 (Photo: Embassy of Palestine in Peru) Nakba solidarity activities in Peru started earlier in Lima this year. The Palestinian Embassy in the capital revived a popular solidarity festival in partnership with the Lima Municipality, the municipality of San Borja, a district within the capital, and the Palestinian Arab Club.
More than four thousand solidarity activists took part in the festival, riding bicycles decorated with Palestinian flags and wearing Palestinian t-shirts. The festival was accompanied by an exhibition of Palestinian heritage introducing Palestinian handicrafts and embroidery. More than 4,000 booklets detailing the history of the Palestinian cause, Palestinian heritage and tourism in Palestine were distributed.
According to the Palestinian Embassy in Peru, a large number of political figures, senior officials from the Ministry of Foreign Affairs, ambassadors of Arab and Islamic countries, and other UN representative took part in the solidarity festival.
          Dozens of people attended a solidarity festival in Lima, the capital of Peru, on Nakba Day 2023 (Photo: Embassy of Palestine in Peru)          Dozens of people attended a solidarity festival in Lima, the capital of Peru, on Nakba Day 2023 (Photo: Embassy of Palestine in Peru)          Dozens of people attended a solidarity festival in Lima, the capital of Peru, on Nakba Day 2023 (Photo: Embassy of Palestine in Peru)            Dozens of people attended a solidarity festival in Lima, the capital of Peru, on Nakba Day 2023 (Photo: Embassy of Palestine in Peru)     
Nakba Day was commemorated differently in Venezuela, where the Bolivarian University of Venezuela held a special session to express solidarity and mark the catastrophe that displaced hundreds of thousands of Palestinians. Dr Jihad Youssef, Vice-President of the Palestinian Federation in Latin America and a member of the Palestinian National Council, spoke at the session. He presented some historical facts about the Zionist movement and the role of the colonial countries in the plight of the Palestinian people, and explained how the Palestinians were subjected to ethnic cleansing, killing, displacement, land confiscation and house demolitions.
Our people have not just studied what happened, they lived through it, and continue to experience its effects. That is why it is important to keep our grandparents' memories alive. They have, after all, shaped our own memory of that fateful time.
Just as we are told that we must understand other major historical events so that humanity doesn't allow history to repeat itself, we all need to know and understand what drove hundreds of thousands of people to leave their homes and flee for their lives in occupied Palestine from 1948 onwards. Time stopped for them in 1948, and will never return. Their land, though, will be returned, one way or another. That was always the certainty in our grandparents' hearts, and that certainty remains with us today.
READ: The Nakbas 75th anniversary challenges the world to defeat settler-colonialism in Palestine
CategoriesAsia & AmericasBrazilChileInternational OrganisationsIsraelMiddle EastNewsPalestinePeruUNVenezuela
 Show Comments






Unless otherwise stated in the article above, this work by Middle East Monitor is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License. If the image(s) bear our credit, this license also applies to them. What does that mean? For other permissions, please contact us.


Spotted an error on this page? Let us know


 













This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.


Δ Nakba solidarity activities in Peru started earlier in Lima this year. The Palestinian Embassy in the capital revived a popular solidarity festival in partnership with the Lima Municipality, the municipality of San Borja, a district within the capital, and the Palestinian Arab Club. More than four thousand solidarity activists took part in the festival, riding bicycles decorated with Palestinian flags and wearing Palestinian t-shirts. The festival was accompanied by an exhibition of Palestinian heritage introducing Palestinian handicrafts and embroidery. More than 4,000 booklets detailing the history of the Palestinian cause, Palestinian heritage and tourism in Palestine were distributed. According to the Palestinian Embassy in Peru, a large number of political figures, senior officials from the Ministry of Foreign Affairs, ambassadors of Arab and Islamic countries, and other UN representative took part in the solidarity festival. Nakba Day was commemorated differently in Venezuela, where the Bolivarian University of Venezuela held a special session to express solidarity and mark the catastrophe that displaced hundreds of thousands of Palestinians. Dr Jihad Youssef, Vice-President of the Palestinian Federation in Latin America and a member of the Palestinian National Council, spoke at the session. He presented some historical facts about the Zionist movement and the role of the colonial countries in the plight of the Palestinian people, and explained how the Palestinians were subjected to ethnic cleansing, killing, displacement, land confiscation and house demolitions. Our people have not just studied what happened, they lived through it, and continue to experience its effects. That is why it is important to keep our grandparents' memories alive. They have, after all, shaped our own memory of that fateful time. Just as we are told that we must understand other major historical events so that humanity doesn't allow history to repeat itself, we all need to know and understand what drove hundreds of thousands of people to leave their homes and flee for their lives in occupied Palestine from 1948 onwards. Time stopped for them in 1948, and will never return. Their land, though, will be returned, one way or another. That was always the certainty in our grandparents' hearts, and that certainty remains with us today. READ: The Nakbas 75th anniversary challenges the world to defeat settler-colonialism in Palestine   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Iran ups pressure on Taliban to resolve long-running water dispute,Unknown,"May 16, 2023 at 3:42 pm",Afghanistan+Asia & Americas+Iran+Middle East+News,"Iran has stepped up pressure on the Taliban government in Afghanistan to resolve a long-running dispute over shared water resources, Anadolu News Agency reports. The dispute is centred on the Hirmand River, also known as Helmand River, which originates in the Hindu Kush Mountains near Kabul and streams into Iran's Hamoun wetlands in the Sistan-Baluchestan province after flowing through 700 miles. Iran has, over the years, accused Afghanistan of restricting the flow of water from the river by constructing dams over it, a charge that Afghan authorities have denied. According to a 1973 water-sharing pact between Tehran and Kabul, Afghanistan was required to allow an average of 820 million cubic meters of water per annum to Iran. The issue has, in recent weeks, again become a subject of discussion with lawmakers calling on the government of President Ebrahim Raisi to take up the matter with the Taliban government in Kabul. Speaking at a Cabinet meeting on Monday, Raisi tasked the ministries of Foreign Affairs and Energy, as well as a Special Envoy for Afghanistan affairs to ""seriously pursue"" the matter, terming it an ""important issue"". READ: Afghanistan: Taliban reaches agreement with Iran over Helmand River rights In an interview with state TV on Tuesday, the Iranian President's Special Envoy for Afghan affairs, Hassan Kazemi Qomi, said the issue is being pursued with Afghan authorities and ""will be settled this year"". ""The issue of the (1973) treaty is a legal issue, to which the Afghan government is committed and has declared its adherence. It must also implement the treaty,"" he added. He said only 27 million cubic meters of water reached Iran last year compared to the 820 million cubic meters Iran is entitled to under the water-sharing treaty. In separate remarks on Tuesday, Iranian Energy Minister, Ali Akbar Mehrabian, said the government is taking ""serious steps"" to ensure proper implementation of the treaty. He added that the Taliban authorities in Kabul are committed to operationalising the water-sharing treaty, without providing further details. Taliban Energy Minister, Matiullah Abid, meanwhile, was quoted as saying by Afghanistan's Tolo News that Kabul is ""committed to the treaty"" with Iran, adding that water was allocated to Iran last year ""based on the treaty"". Last month, Iranian Foreign Minister, Hossein Amir-Abdollahian, said he discussed the issue of shared water resources with his Afghan counterpart, Amir Khan Muttaqi, on the sidelines of a conference in Samarkand, Uzbekistan. The Afghan side, he asserted, ""emphasised its commitment to Iran's water rights"" and both sides ""agreed to take immediate action"" in this regard. In July last year, the top Iranian diplomat had warned Afghanistan that the dispute could affect cooperation between the two countries, describing it as an ""important index"" of the Taliban government's ""commitments"". Iran shared close relations with the Taliban before the group came to power in Afghanistan in August 2021. The water-sharing dispute and frequent cross-border clashes have created coldness in their ties. READ: Iran and Afghanistan sign water deal after decades-old dispute   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
Israel to confiscate 36 acres of Palestinian land in West Bank,Unknown,"May 16, 2023 at 3:34 pm",Israel+Middle East+News+Palestine,"The Israeli occupation authorities yesterday notified the village councils of Al-Jalama and Arbouna in the West Bank city of Jenin of their plan to confiscate 144 dunums (35.5 acres) of land belonging to the villages for security purposes. The head of the Al-Jalama village council, Amjad Abu Farha, was quoted by WAFA news agency as saying that the council received an Israeli military notice that includes a decision to seize 144 dunums of the lands of the villages of Al-Jalama and Arbouna ""for security purposes."" The lots in question are adjacent to a military barrier established by Israel on Al-Jalama village on the northwestern side. According to the notice, the land will be seized ""until the end of 31 December 2027."" The Israeli authorities had notified Saleh Mahmoud Abu Farha, a Palestinian from Al-Jalama village, of their plan to seize 600 square metres of his land in order to establish a new section of the illegal Separation Wall. Abu Farha possesses official papers showing that the ownership of his land is documented in the Israeli land registry deed (Tabu). READ: Israel provokes Palestinian prisoners with searches   This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.  Δ"
